Tr,a,i,j,k,t 
0,3,3,17,7,52 
0,3,3,17,8,52 
0,3,3,18,1,52 
0,3,3,18,2,52 
0,3,3,18,3,52 
0,3,3,18,4,52 
0,3,3,18,5,52 
0,3,3,18,6,52 
0,3,3,18,7,52 
0,3,3,18,8,52 
0,3,3,19,1,52 
0,3,3,19,2,52 
0,3,3,19,3,52 
0,3,3,19,4,52 
0,3,3,19,5,52 
0,3,3,19,6,52 
0,3,3,19,7,52 
0,3,3,19,8,52 
0,3,3,20,1,52 
0,3,3,20,2,52 
0,3,3,20,3,52 
0,3,3,20,4,52 
0,3,3,20,5,52 
0,3,3,20,6,52 
0,3,3,20,7,52 
0,3,3,20,8,52 
0,4,3,1,1,52 
0,4,3,1,2,52 
0,4,3,1,3,52 
0,4,3,1,4,52 
0,4,3,1,5,52 
0,4,3,1,6,52 
0,4,3,1,7,52 
0,4,3,1,8,52 
0,4,3,2,1,52 
0,4,3,2,2,52 
0,4,3,2,3,52 
0,4,3,2,4,52 
0,4,3,2,5,52 
0,4,3,2,6,52 
0,4,3,2,7,52 
0,4,3,2,8,52 
0,4,3,3,1,52 
0,4,3,3,2,52 
0,4,3,3,3,52 
0,4,3,3,4,52 
0,4,3,3,5,52 
0,4,3,3,6,52 
0,4,3,3,7,52 
0,4,3,3,8,52 
0,4,3,4,1,52 
0,4,3,4,2,52 
0,4,3,4,3,52 
0,4,3,4,4,52 
0,4,3,4,5,52 
0,4,3,4,6,52 
0,4,3,4,7,52 
0,4,3,4,8,52 
0,4,3,5,1,52 
0,4,3,5,2,52 
0,4,3,5,3,52 
0,4,3,5,4,52 
0,4,3,5,5,52 
0,4,3,5,6,52 
0,4,3,5,7,52 
0,4,3,5,8,52 
0,4,3,6,1,52 
0,4,3,6,2,52 
0,4,3,6,3,52 
0,4,3,6,4,52 
0,4,3,6,5,52 
0,4,3,6,6,52 
0,4,3,6,7,52 
0,4,3,6,8,52 
0,4,3,7,1,52 
0,4,3,7,2,52 
0,4,3,7,3,52 
0,4,3,7,4,52 
0,4,3,7,5,52 
0,4,3,7,6,52 
0,4,3,7,7,52 
0,4,3,7,8,52 
0,4,3,8,1,52 
0,4,3,8,2,52 
0,4,3,8,3,52 
0,4,3,8,4,52 
0,4,3,8,5,52 
0,4,3,8,6,52 
0,4,3,8,7,52 
0,4,3,8,8,52 
0,4,3,9,1,52 
0,4,3,9,2,52 
0,4,3,9,3,52 
0,4,3,9,4,52 
0,4,3,9,5,52 
0,4,3,9,6,52 
0,4,3,9,7,52 
0,4,3,9,8,52 
0,4,3,10,1,52 
0,4,3,10,2,52 
0,4,3,10,3,52 
0,4,3,10,4,52 
0,4,3,10,5,52 
0,4,3,10,6,52 
0,4,3,10,7,52 
0,4,3,10,8,52 
0,4,3,11,1,52 
0,4,3,11,2,52 
0,4,3,11,3,52 
0,4,3,11,4,52 
0,4,3,11,5,52 
0,4,3,11,6,52 
0,4,3,11,7,52 
0,4,3,11,8,52 
0,4,3,12,1,52 
0,4,3,12,2,52 
0,4,3,12,3,52 
0,4,3,12,4,52 
0,4,3,12,5,52 
0,4,3,12,6,52 
0,4,3,12,7,52 
0,4,3,12,8,52 
0,4,3,13,1,52 
0,4,3,13,2,52 
0,4,3,13,3,52 
0,4,3,13,4,52 
0,4,3,13,5,52 
0,4,3,13,6,52 
0,4,3,13,7,52 
0,4,3,13,8,52 
0,4,3,14,1,52 
0,4,3,14,2,52 
0,4,3,14,3,52 
0,4,3,14,4,52 
0,4,3,14,5,52 
0,4,3,14,6,52 
0,4,3,14,7,52 
0,4,3,14,8,52 
0,4,3,15,1,52 
0,4,3,15,2,52 
0,4,3,15,3,52 
0,4,3,15,4,52 
0,4,3,15,5,52 
0,4,3,15,6,52 
0,4,3,15,7,52 
0,4,3,15,8,52 
0,4,3,16,1,52 
0,4,3,16,2,52 
0,4,3,16,3,52 
0,4,3,16,4,52 
0,4,3,16,5,52 
0,4,3,16,6,52 
0,4,3,16,7,52 
0,4,3,16,8,52 
0,4,3,17,1,52 
0,4,3,17,2,52 
0,4,3,17,3,52 
0,4,3,17,4,52 
0,4,3,17,5,52 
0,4,3,17,6,52 
0,4,3,17,7,52 
0,4,3,17,8,52 
0,4,3,18,1,52 
0,4,3,18,2,52 
0,4,3,18,3,52 
0,4,3,18,4,52 
0,4,3,18,5,52 
0,4,3,18,6,52 
0,4,3,18,7,52 
0,4,3,18,8,52 
0,4,3,19,1,52 
0,4,3,19,2,52 
0,4,3,19,3,52 
0,4,3,19,4,52 
0,4,3,19,5,52 
0,4,3,19,6,52 
0,4,3,19,7,52 
0,4,3,19,8,52 
0,4,3,20,1,52 
0,4,3,20,2,52 
0,4,3,20,3,52 
0,4,3,20,4,52 
0,4,3,20,5,52 
0,4,3,20,6,52 
0,4,3,20,7,52 
0,4,3,20,8,52 
0,5,3,1,1,52 
0,5,3,1,2,52 
0,5,3,1,3,52 
0,5,3,1,4,52 
0,5,3,1,5,52 
0,5,3,1,6,52 
0,5,3,1,7,52 
0,5,3,1,8,52 
0,5,3,2,1,52 
0,5,3,2,2,52 
0,5,3,2,3,52 
0,5,3,2,4,52 
0,5,3,2,5,52 
0,5,3,2,6,52 
0,5,3,2,7,52 
0,5,3,2,8,52 
0,5,3,3,1,52 
0,5,3,3,2,52 
0,5,3,3,3,52 
0,5,3,3,4,52 
0,5,3,3,5,52 
0,5,3,3,6,52 
0,5,3,3,7,52 
0,5,3,3,8,52 
0,5,3,4,1,52 
0,5,3,4,2,52 
0,5,3,4,3,52 
0,5,3,4,4,52 
0,5,3,4,5,52 
0,5,3,4,6,52 
0,5,3,4,7,52 
0,5,3,4,8,52 
0,5,3,5,1,52 
0,5,3,5,2,52 
0,5,3,5,3,52 
0,5,3,5,4,52 
0,5,3,5,5,52 
0,5,3,5,6,52 
0,5,3,5,7,52 
0,5,3,5,8,52 
0,5,3,6,1,52 
0,5,3,6,2,52 
0,5,3,6,3,52 
0,5,3,6,4,52 
0,5,3,6,5,52 
0,5,3,6,6,52 
0,5,3,6,7,52 
0,5,3,6,8,52 
0,5,3,7,1,52 
0,5,3,7,2,52 
0,5,3,7,3,52 
0,5,3,7,4,52 
0,5,3,7,5,52 
0,5,3,7,6,52 
0,5,3,7,7,52 
0,5,3,7,8,52 
0,5,3,8,1,52 
0,5,3,8,2,52 
0,5,3,8,3,52 
0,5,3,8,4,52 
0,5,3,8,5,52 
0,5,3,8,6,52 
0,5,3,8,7,52 
0,5,3,8,8,52 
0,5,3,9,1,52 
0,5,3,9,2,52 
0,5,3,9,3,52 
0,5,3,9,4,52 
0,5,3,9,5,52 
0,5,3,9,6,52 
0,5,3,9,7,52 
0,5,3,9,8,52 
0,5,3,10,1,52 
0,5,3,10,2,52 
0,5,3,10,3,52 
0,5,3,10,4,52 
0,5,3,10,5,52 
0,5,3,10,6,52 
0,5,3,10,7,52 
0,5,3,10,8,52 
0,5,3,11,1,52 
0,5,3,11,2,52 
0,5,3,11,3,52 
0,5,3,11,4,52 
0,5,3,11,5,52 
0,5,3,11,6,52 
0,5,3,11,7,52 
0,5,3,11,8,52 
0,5,3,12,1,52 
0,5,3,12,2,52 
0,5,3,12,3,52 
0,5,3,12,4,52 
0,5,3,12,5,52 
0,5,3,12,6,52 
0,5,3,12,7,52 
0,5,3,12,8,52 
0,5,3,13,1,52 
0,5,3,13,2,52 
0,5,3,13,3,52 
0,5,3,13,4,52 
0,5,3,13,5,52 
0,5,3,13,6,52 
0,5,3,13,7,52 
0,5,3,13,8,52 
0,5,3,14,1,52 
0,5,3,14,2,52 
0,5,3,14,3,52 
0,5,3,14,4,52 
0,5,3,14,5,52 
0,5,3,14,6,52 
0,5,3,14,7,52 
0,5,3,14,8,52 
0,5,3,15,1,52 
0,5,3,15,2,52 
0,5,3,15,3,52 
0,5,3,15,4,52 
0,5,3,15,5,52 
0,5,3,15,6,52 
0,5,3,15,7,52 
0,5,3,15,8,52 
0,5,3,16,1,52 
0,5,3,16,2,52 
0,5,3,16,3,52 
0,5,3,16,4,52 
0,5,3,16,5,52 
0,5,3,16,6,52 
0,5,3,16,7,52 
0,5,3,16,8,52 
0,5,3,17,1,52 
0,5,3,17,2,52 
0,5,3,17,3,52 
0,5,3,17,4,52 
0,5,3,17,5,52 
0,5,3,17,6,52 
0,5,3,17,7,52 
0,5,3,17,8,52 
0,5,3,18,1,52 
0,5,3,18,2,52 
0,5,3,18,3,52 
0,5,3,18,4,52 
0,5,3,18,5,52 
0,5,3,18,6,52 
0,5,3,18,7,52 
0,5,3,18,8,52 
0,5,3,19,1,52 
0,5,3,19,2,52 
0,5,3,19,3,52 
0,5,3,19,4,52 
0,5,3,19,5,52 
0,5,3,19,6,52 
0,5,3,19,7,52 
0,5,3,19,8,52 
0,5,3,20,1,52 
0,5,3,20,2,52 
0,5,3,20,3,52 
0,5,3,20,4,52 
0,5,3,20,5,52 
0,5,3,20,6,52 
0,5,3,20,7,52 
0,5,3,20,8,52 
0,6,3,1,1,52 
0,6,3,1,2,52 
0,6,3,1,3,52 
0,6,3,1,4,52 
0,6,3,1,5,52 
0,6,3,1,6,52 
0,6,3,1,7,52 
0,6,3,1,8,52 
0,6,3,2,1,52 
0,6,3,2,2,52 
0,6,3,2,3,52 
0,6,3,2,4,52 
0,6,3,2,5,52 
0,6,3,2,6,52 
0,6,3,2,7,52 
0,6,3,2,8,52 
0,6,3,3,1,52 
0,6,3,3,2,52 
0,6,3,3,3,52 
0,6,3,3,4,52 
0,6,3,3,5,52 
0,6,3,3,6,52 
0,6,3,3,7,52 
0,6,3,3,8,52 
0,6,3,4,1,52 
0,6,3,4,2,52 
0,6,3,4,3,52 
0,6,3,4,4,52 
0,6,3,4,5,52 
0,6,3,4,6,52 
0,6,3,4,7,52 
0,6,3,4,8,52 
0,6,3,5,1,52 
0,6,3,5,2,52 
0,6,3,5,3,52 
0,6,3,5,4,52 
0,6,3,5,5,52 
0,6,3,5,6,52 
0,6,3,5,7,52 
0,6,3,5,8,52 
0,6,3,6,1,52 
0,6,3,6,2,52 
0,6,3,6,3,52 
0,6,3,6,4,52 
0,6,3,6,5,52 
0,6,3,6,6,52 
0,6,3,6,7,52 
0,6,3,6,8,52 
0,6,3,7,1,52 
0,6,3,7,2,52 
0,6,3,7,3,52 
0,6,3,7,4,52 
0,6,3,7,5,52 
0,6,3,7,6,52 
0,6,3,7,7,52 
0,6,3,7,8,52 
0,6,3,8,1,52 
0,6,3,8,2,52 
0,6,3,8,3,52 
0,6,3,8,4,52 
0,6,3,8,5,52 
0,6,3,8,6,52 
0,6,3,8,7,52 
0,6,3,8,8,52 
0,6,3,9,1,52 
0,6,3,9,2,52 
0,6,3,9,3,52 
0,6,3,9,4,52 
0,6,3,9,5,52 
0,6,3,9,6,52 
0,6,3,9,7,52 
0,6,3,9,8,52 
0,6,3,10,1,52 
0,6,3,10,2,52 
0,6,3,10,3,52 
0,6,3,10,4,52 
0,6,3,10,5,52 
0,6,3,10,6,52 
0,6,3,10,7,52 
0,6,3,10,8,52 
0,6,3,11,1,52 
0,6,3,11,2,52 
0,6,3,11,3,52 
0,6,3,11,4,52 
0,6,3,11,5,52 
0,6,3,11,6,52 
0,6,3,11,7,52 
0,6,3,11,8,52 
0,6,3,12,1,52 
0,6,3,12,2,52 
0,6,3,12,3,52 
0,6,3,12,4,52 
0,6,3,12,5,52 
0,6,3,12,6,52 
0,6,3,12,7,52 
0,6,3,12,8,52 
0,6,3,13,1,52 
0,6,3,13,2,52 
0,6,3,13,3,52 
0,6,3,13,4,52 
0,6,3,13,5,52 
0,6,3,13,6,52 
0,6,3,13,7,52 
0,6,3,13,8,52 
0,6,3,14,1,52 
0,6,3,14,2,52 
0,6,3,14,3,52 
0,6,3,14,4,52 
0,6,3,14,5,52 
0,6,3,14,6,52 
0,6,3,14,7,52 
0,6,3,14,8,52 
0,6,3,15,1,52 
0,6,3,15,2,52 
0,6,3,15,3,52 
0,6,3,15,4,52 
0,6,3,15,5,52 
0,6,3,15,6,52 
0,6,3,15,7,52 
0,6,3,15,8,52 
0,6,3,16,1,52 
0,6,3,16,2,52 
0,6,3,16,3,52 
0,6,3,16,4,52 
0,6,3,16,5,52 
0,6,3,16,6,52 
0,6,3,16,7,52 
0,6,3,16,8,52 
0,6,3,17,1,52 
0,6,3,17,2,52 
0,6,3,17,3,52 
0,6,3,17,4,52 
0,6,3,17,5,52 
0,6,3,17,6,52 
0,6,3,17,7,52 
0,6,3,17,8,52 
0,6,3,18,1,52 
0,6,3,18,2,52 
0,6,3,18,3,52 
0,6,3,18,4,52 
0,6,3,18,5,52 
0,6,3,18,6,52 
0,6,3,18,7,52 
0,6,3,18,8,52 
0,6,3,19,1,52 
0,6,3,19,2,52 
0,6,3,19,3,52 
0,6,3,19,4,52 
0,6,3,19,5,52 
0,6,3,19,6,52 
0,6,3,19,7,52 
0,6,3,19,8,52 
0,6,3,20,1,52 
0,6,3,20,2,52 
0,6,3,20,3,52 
0,6,3,20,4,52 
0,6,3,20,5,52 
0,6,3,20,6,52 
0,6,3,20,7,52 
0,6,3,20,8,52 
0,7,3,1,1,52 
0,7,3,1,2,52 
0,7,3,1,3,52 
0,7,3,1,4,52 
0,7,3,1,5,52 
0,7,3,1,6,52 
0,7,3,1,7,52 
0,7,3,1,8,52 
0,7,3,2,1,52 
0,7,3,2,2,52 
0,7,3,2,3,52 
0,7,3,2,4,52 
0,7,3,2,5,52 
0,7,3,2,6,52 
0,7,3,2,7,52 
0,7,3,2,8,52 
0,7,3,3,1,52 
0,7,3,3,2,52 
0,7,3,3,3,52 
0,7,3,3,4,52 
0,7,3,3,5,52 
0,7,3,3,6,52 
0,7,3,3,7,52 
0,7,3,3,8,52 
0,7,3,4,1,52 
0,7,3,4,2,52 
0,7,3,4,3,52 
0,7,3,4,4,52 
0,7,3,4,5,52 
0,7,3,4,6,52 
0,7,3,4,7,52 
0,7,3,4,8,52 
0,7,3,5,1,52 
0,7,3,5,2,52 
0,7,3,5,3,52 
0,7,3,5,4,52 
0,7,3,5,5,52 
0,7,3,5,6,52 
0,7,3,5,7,52 
0,7,3,5,8,52 
0,7,3,6,1,52 
0,7,3,6,2,52 
0,7,3,6,3,52 
0,7,3,6,4,52 
0,7,3,6,5,52 
0,7,3,6,6,52 
0,7,3,6,7,52 
0,7,3,6,8,52 
0,7,3,7,1,52 
0,7,3,7,2,52 
0,7,3,7,3,52 
0,7,3,7,4,52 
0,7,3,7,5,52 
0,7,3,7,6,52 
0,7,3,7,7,52 
0,7,3,7,8,52 
0,7,3,8,1,52 
0,7,3,8,2,52 
0,7,3,8,3,52 
0,7,3,8,4,52 
0,7,3,8,5,52 
0,7,3,8,6,52 
0,7,3,8,7,52 
0,7,3,8,8,52 
0,7,3,9,1,52 
0,7,3,9,2,52 
0,7,3,9,3,52 
0,7,3,9,4,52 
0,7,3,9,5,52 
0,7,3,9,6,52 
0,7,3,9,7,52 
0,7,3,9,8,52 
0,7,3,10,1,52 
0,7,3,10,2,52 
0,7,3,10,3,52 
0,7,3,10,4,52 
0,7,3,10,5,52 
0,7,3,10,6,52 
0,7,3,10,7,52 
0,7,3,10,8,52 
0,7,3,11,1,52 
0,7,3,11,2,52 
0,7,3,11,3,52 
0,7,3,11,4,52 
0,7,3,11,5,52 
0,7,3,11,6,52 
0,7,3,11,7,52 
0,7,3,11,8,52 
0,7,3,12,1,52 
0,7,3,12,2,52 
0,7,3,12,3,52 
0,7,3,12,4,52 
0,7,3,12,5,52 
0,7,3,12,6,52 
0,7,3,12,7,52 
0,7,3,12,8,52 
0,7,3,13,1,52 
0,7,3,13,2,52 
0,7,3,13,3,52 
0,7,3,13,4,52 
0,7,3,13,5,52 
0,7,3,13,6,52 
0,7,3,13,7,52 
0,7,3,13,8,52 
0,7,3,14,1,52 
0,7,3,14,2,52 
0,7,3,14,3,52 
0,7,3,14,4,52 
0,7,3,14,5,52 
0,7,3,14,6,52 
0,7,3,14,7,52 
0,7,3,14,8,52 
0,7,3,15,1,52 
0,7,3,15,2,52 
0,7,3,15,3,52 
0,7,3,15,4,52 
0,7,3,15,5,52 
0,7,3,15,6,52 
0,7,3,15,7,52 
0,7,3,15,8,52 
0,7,3,16,1,52 
0,7,3,16,2,52 
0,7,3,16,3,52 
0,7,3,16,4,52 
0,7,3,16,5,52 
0,7,3,16,6,52 
0,7,3,16,7,52 
0,7,3,16,8,52 
0,7,3,17,1,52 
0,7,3,17,2,52 
0,7,3,17,3,52 
0,7,3,17,4,52 
0,7,3,17,5,52 
0,7,3,17,6,52 
0,7,3,17,7,52 
0,7,3,17,8,52 
0,7,3,18,1,52 
0,7,3,18,2,52 
0,7,3,18,3,52 
0,7,3,18,4,52 
0,7,3,18,5,52 
0,7,3,18,6,52 
0,7,3,18,7,52 
0,7,3,18,8,52 
0,7,3,19,1,52 
0,7,3,19,2,52 
0,7,3,19,3,52 
0,7,3,19,4,52 
0,7,3,19,5,52 
0,7,3,19,6,52 
0,7,3,19,7,52 
0,7,3,19,8,52 
0,7,3,20,1,52 
0,7,3,20,2,52 
0,7,3,20,3,52 
0,7,3,20,4,52 
0,7,3,20,5,52 
0,7,3,20,6,52 
0,7,3,20,7,52 
0,7,3,20,8,52 
0,8,3,1,1,52 
0,8,3,1,2,52 
0,8,3,1,3,52 
0,8,3,1,4,52 
0,8,3,1,5,52 
0,8,3,1,6,52 
0,8,3,1,7,52 
0,8,3,1,8,52 
0,8,3,2,1,52 
0,8,3,2,2,52 
0,8,3,2,3,52 
0,8,3,2,4,52 
0,8,3,2,5,52 
0,8,3,2,6,52 
0,8,3,2,7,52 
0,8,3,2,8,52 
0,8,3,3,1,52 
0,8,3,3,2,52 
0,8,3,3,3,52 
0,8,3,3,4,52 
0,8,3,3,5,52 
0,8,3,3,6,52 
0,8,3,3,7,52 
0,8,3,3,8,52 
0,8,3,4,1,52 
0,8,3,4,2,52 
0,8,3,4,3,52 
0,8,3,4,4,52 
0,8,3,4,5,52 
0,8,3,4,6,52 
0,8,3,4,7,52 
0,8,3,4,8,52 
0,8,3,5,1,52 
0,8,3,5,2,52 
0,8,3,5,3,52 
0,8,3,5,4,52 
0,8,3,5,5,52 
0,8,3,5,6,52 
0,8,3,5,7,52 
0,8,3,5,8,52 
0,8,3,6,1,52 
0,8,3,6,2,52 
0,8,3,6,3,52 
0,8,3,6,4,52 
0,8,3,6,5,52 
0,8,3,6,6,52 
0,8,3,6,7,52 
0,8,3,6,8,52 
0,8,3,7,1,52 
0,8,3,7,2,52 
0,8,3,7,3,52 
0,8,3,7,4,52 
0,8,3,7,5,52 
0,8,3,7,6,52 
0,8,3,7,7,52 
0,8,3,7,8,52 
0,8,3,8,1,52 
0,8,3,8,2,52 
0,8,3,8,3,52 
0,8,3,8,4,52 
0,8,3,8,5,52 
0,8,3,8,6,52 
0,8,3,8,7,52 
0,8,3,8,8,52 
0,8,3,9,1,52 
0,8,3,9,2,52 
0,8,3,9,3,52 
0,8,3,9,4,52 
0,8,3,9,5,52 
0,8,3,9,6,52 
0,8,3,9,7,52 
0,8,3,9,8,52 
0,8,3,10,1,52 
0,8,3,10,2,52 
0,8,3,10,3,52 
0,8,3,10,4,52 
0,8,3,10,5,52 
0,8,3,10,6,52 
0,8,3,10,7,52 
0,8,3,10,8,52 
0,8,3,11,1,52 
0,8,3,11,2,52 
0,8,3,11,3,52 
0,8,3,11,4,52 
0,8,3,11,5,52 
0,8,3,11,6,52 
0,8,3,11,7,52 
0,8,3,11,8,52 
0,8,3,12,1,52 
0,8,3,12,2,52 
0,8,3,12,3,52 
0,8,3,12,4,52 
0,8,3,12,5,52 
0,8,3,12,6,52 
0,8,3,12,7,52 
0,8,3,12,8,52 
0,8,3,13,1,52 
0,8,3,13,2,52 
0,8,3,13,3,52 
0,8,3,13,4,52 
0,8,3,13,5,52 
0,8,3,13,6,52 
0,8,3,13,7,52 
0,8,3,13,8,52 
0,8,3,14,1,52 
0,8,3,14,2,52 
0,8,3,14,3,52 
0,8,3,14,4,52 
0,8,3,14,5,52 
0,8,3,14,6,52 
0,8,3,14,7,52 
0,8,3,14,8,52 
0,8,3,15,1,52 
0,8,3,15,2,52 
0,8,3,15,3,52 
0,8,3,15,4,52 
0,8,3,15,5,52 
0,8,3,15,6,52 
0,8,3,15,7,52 
0,8,3,15,8,52 
0,8,3,16,1,52 
0,8,3,16,2,52 
0,8,3,16,3,52 
0,8,3,16,4,52 
0,8,3,16,5,52 
0,8,3,16,6,52 
0,8,3,16,7,52 
0,8,3,16,8,52 
0,8,3,17,1,52 
0,8,3,17,2,52 
0,8,3,17,3,52 
0,8,3,17,4,52 
0,8,3,17,5,52 
0,8,3,17,6,52 
0,8,3,17,7,52 
0,8,3,17,8,52 
0,8,3,18,1,52 
0,8,3,18,2,52 
0,8,3,18,3,52 
0,8,3,18,4,52 
0,8,3,18,5,52 
0,8,3,18,6,52 
0,8,3,18,7,52 
0,8,3,18,8,52 
0,8,3,19,1,52 
0,8,3,19,2,52 
0,8,3,19,3,52 
0,8,3,19,4,52 
0,8,3,19,5,52 
0,8,3,19,6,52 
0,8,3,19,7,52 
0,8,3,19,8,52 
0,8,3,20,1,52 
0,8,3,20,2,52 
0,8,3,20,3,52 
0,8,3,20,4,52 
0,8,3,20,5,52 
0,8,3,20,6,52 
0,8,3,20,7,52 
0,8,3,20,8,52 
0,9,3,1,1,52 
0,9,3,1,2,52 
0,9,3,1,3,52 
0,9,3,1,4,52 
0,9,3,1,5,52 
0,9,3,1,6,52 
0,9,3,1,7,52 
0,9,3,1,8,52 
0,9,3,2,1,52 
0,9,3,2,2,52 
0,9,3,2,3,52 
0,9,3,2,4,52 
0,9,3,2,5,52 
0,9,3,2,6,52 
0,9,3,2,7,52 
0,9,3,2,8,52 
0,9,3,3,1,52 
0,9,3,3,2,52 
0,9,3,3,3,52 
0,9,3,3,4,52 
0,9,3,3,5,52 
0,9,3,3,6,52 
0,9,3,3,7,52 
0,9,3,3,8,52 
0,9,3,4,1,52 
0,9,3,4,2,52 
0,9,3,4,3,52 
0,9,3,4,4,52 
0,9,3,4,5,52 
0,9,3,4,6,52 
0,9,3,4,7,52 
0,9,3,4,8,52 
0,9,3,5,1,52 
0,9,3,5,2,52 
0,9,3,5,3,52 
0,9,3,5,4,52 
0,9,3,5,5,52 
0,9,3,5,6,52 
0,9,3,5,7,52 
0,9,3,5,8,52 
0,9,3,6,1,52 
0,9,3,6,2,52 
0,9,3,6,3,52 
0,9,3,6,4,52 
0,9,3,6,5,52 
0,9,3,6,6,52 
0,9,3,6,7,52 
0,9,3,6,8,52 
0,9,3,7,1,52 
0,9,3,7,2,52 
0,9,3,7,3,52 
0,9,3,7,4,52 
0,9,3,7,5,52 
0,9,3,7,6,52 
0,9,3,7,7,52 
0,9,3,7,8,52 
0,9,3,8,1,52 
0,9,3,8,2,52 
0,9,3,8,3,52 
0,9,3,8,4,52 
0,9,3,8,5,52 
0,9,3,8,6,52 
0,9,3,8,7,52 
0,9,3,8,8,52 
0,9,3,9,1,52 
0,9,3,9,2,52 
0,9,3,9,3,52 
0,9,3,9,4,52 
0,9,3,9,5,52 
0,9,3,9,6,52 
0,9,3,9,7,52 
0,9,3,9,8,52 
0,9,3,10,1,52 
0,9,3,10,2,52 
0,9,3,10,3,52 
0,9,3,10,4,52 
0,9,3,10,5,52 
0,9,3,10,6,52 
0,9,3,10,7,52 
0,9,3,10,8,52 
0,9,3,11,1,52 
0,9,3,11,2,52 
0,9,3,11,3,52 
0,9,3,11,4,52 
0,9,3,11,5,52 
0,9,3,11,6,52 
0,9,3,11,7,52 
0,9,3,11,8,52 
0,9,3,12,1,52 
0,9,3,12,2,52 
0,9,3,12,3,52 
0,9,3,12,4,52 
0,9,3,12,5,52 
0,9,3,12,6,52 
0,9,3,12,7,52 
0,9,3,12,8,52 
0,9,3,13,1,52 
0,9,3,13,2,52 
0,9,3,13,3,52 
0,9,3,13,4,52 
0,9,3,13,5,52 
0,9,3,13,6,52 
0,9,3,13,7,52 
0,9,3,13,8,52 
0,9,3,14,1,52 
0,9,3,14,2,52 
0,9,3,14,3,52 
0,9,3,14,4,52 
0,9,3,14,5,52 
0,9,3,14,6,52 
0,9,3,14,7,52 
0,9,3,14,8,52 
0,9,3,15,1,52 
0,9,3,15,2,52 
0,9,3,15,3,52 
0,9,3,15,4,52 
0,9,3,15,5,52 
0,9,3,15,6,52 
0,9,3,15,7,52 
0,9,3,15,8,52 
0,9,3,16,1,52 
0,9,3,16,2,52 
0,9,3,16,3,52 
0,9,3,16,4,52 
0,9,3,16,5,52 
0,9,3,16,6,52 
0,9,3,16,7,52 
0,9,3,16,8,52 
0,9,3,17,1,52 
0,9,3,17,2,52 
0,9,3,17,3,52 
0,9,3,17,4,52 
0,9,3,17,5,52 
0,9,3,17,6,52 
0,9,3,17,7,52 
0,9,3,17,8,52 
0,9,3,18,1,52 
0,9,3,18,2,52 
0,9,3,18,3,52 
0,9,3,18,4,52 
0,9,3,18,5,52 
0,9,3,18,6,52 
0,9,3,18,7,52 
0,9,3,18,8,52 
0,9,3,19,1,52 
0,9,3,19,2,52 
0,9,3,19,3,52 
0,9,3,19,4,52 
0,9,3,19,5,52 
0,9,3,19,6,52 
0,9,3,19,7,52 
0,9,3,19,8,52 
0,9,3,20,1,52 
0,9,3,20,2,52 
0,9,3,20,3,52 
0,9,3,20,4,52 
0,9,3,20,5,52 
0,9,3,20,6,52 
0,9,3,20,7,52 
0,9,3,20,8,52 
0,10,3,1,1,52 
0,10,3,1,2,52 
0,10,3,1,3,52 
0,10,3,1,4,52 
0,10,3,1,5,52 
0,10,3,1,6,52 
0,10,3,1,7,52 
0,10,3,1,8,52 
0,10,3,2,1,52 
0,10,3,2,2,52 
0,10,3,2,3,52 
0,10,3,2,4,52 
0,10,3,2,5,52 
0,10,3,2,6,52 
0,10,3,2,7,52 
0,10,3,2,8,52 
0,10,3,3,1,52 
0,10,3,3,2,52 
0,10,3,3,3,52 
0,10,3,3,4,52 
0,10,3,3,5,52 
0,10,3,3,6,52 
0,10,3,3,7,52 
0,10,3,3,8,52 
0,10,3,4,1,52 
0,10,3,4,2,52 
0,10,3,4,3,52 
0,10,3,4,4,52 
0,10,3,4,5,52 
0,10,3,4,6,52 
0,10,3,4,7,52 
0,10,3,4,8,52 
0,10,3,5,1,52 
0,10,3,5,2,52 
0,10,3,5,3,52 
0,10,3,5,4,52 
0,10,3,5,5,52 
0,10,3,5,6,52 
0,10,3,5,7,52 
0,10,3,5,8,52 
0,10,3,6,1,52 
0,10,3,6,2,52 
0,10,3,6,3,52 
0,10,3,6,4,52 
0,10,3,6,5,52 
0,10,3,6,6,52 
0,10,3,6,7,52 
0,10,3,6,8,52 
0,10,3,7,1,52 
0,10,3,7,2,52 
0,10,3,7,3,52 
0,10,3,7,4,52 
0,10,3,7,5,52 
0,10,3,7,6,52 
0,10,3,7,7,52 
0,10,3,7,8,52 
0,10,3,8,1,52 
0,10,3,8,2,52 
0,10,3,8,3,52 
0,10,3,8,4,52 
0,10,3,8,5,52 
0,10,3,8,6,52 
0,10,3,8,7,52 
0,10,3,8,8,52 
0,10,3,9,1,52 
0,10,3,9,2,52 
0,10,3,9,3,52 
0,10,3,9,4,52 
0,10,3,9,5,52 
0,10,3,9,6,52 
0,10,3,9,7,52 
0,10,3,9,8,52 
0,10,3,10,1,52 
0,10,3,10,2,52 
0,10,3,10,3,52 
0,10,3,10,4,52 
0,10,3,10,5,52 
0,10,3,10,6,52 
0,10,3,10,7,52 
0,10,3,10,8,52 
0,10,3,11,1,52 
0,10,3,11,2,52 
0,10,3,11,3,52 
0,10,3,11,4,52 
0,10,3,11,5,52 
0,10,3,11,6,52 
0,10,3,11,7,52 
0,10,3,11,8,52 
0,10,3,12,1,52 
